场景名称,节点名称,标准问题
江苏省（市）企业首席技师申报,江苏省企业首席技师的申报材料,江苏省企业首席技师的申报材料
流动人才党员流动管理服务,办理材料,流动人才党员流动管理服务的办理材料
流动人才党员流动管理服务,start人才党员流动管理服务,流动人才党员流动管理服务
流动人才党员流动管理服务,办理对象及条件,流动人才党员流动管理服务的办理对象及条件
流动人才党员流动管理服务,办理流程,流动人才党员流动管理服务的办理流程
流动人才党员组织生活活动,报名材料,流动人才党员组织生活活动的报名材料
流动人才党员组织生活活动,报名对象及条件,流动人才党员组织生活活动的报名对象及条件
流动人才党员组织生活活动,报名流程,流动人才党员组织生活活动的报名流程
流动人才党员组织生活活动,start流动人才党员组织生活活动,流动人才党员组织生活活动
浮动工资改固定工资核定,办理流程,事业单位工作人员浮动工资改固定工资核定办理流程
浮动工资改固定工资核定,start浮动工资改固定工资核定,事业单位工作人员浮动工资改固定工资核定
浮动工资改固定工资核定,办理对象,事业单位工作人员浮动工资改固定工资核定办理对象
浮动工资改固定工资核定,办理条件,事业单位工作人员浮动工资改固定工资核定办理条件
浮动工资改固定工资核定,办理材料,事业单位工作人员浮动工资改固定工资核定办理材料
浮动工资核定,start浮动工资核定,事业单位工作人员浮动工资核定
浮动工资核定,办理条件,事业单位工作人员浮动工资核定办理条件
浮动工资核定,办理材料,事业单位工作人员浮动工资核定办理材料
浮动工资核定,办理流程,事业单位工作人员浮动工资核定办理流程
浮动工资核定,办理对象,事业单位工作人员浮动工资核定办理对象
灵活就业人员社保补贴申领,灵活就业人员社保补贴的申领材料,灵活就业人员社保补贴的申领材料
灵活就业人员社保补贴申领,灵活就业人员社保补贴的补贴标准,灵活就业人员社保补贴的补贴标准
灵活就业人员社保补贴申领,补贴期限1,就业困难人员灵活就业社保补贴的补贴期限
灵活就业人员社保补贴申领,start灵活就业人员社保补贴的补贴期限,灵活就业人员社保补贴的补贴期限
灵活就业人员社保补贴申领,灵活就业人员社保补贴的申领条件,灵活就业人员社保补贴的申领条件
灵活就业人员社保补贴申领,start1+13申领方式,[t_地市名称]灵活就业人员社保补贴的申领方式
灵活就业人员社保补贴申领,灵活就业人员社保补贴补贴期限,灵活就业人员社保补贴补贴期限
灵活就业人员社保补贴申领,补贴期限2,高校毕业生灵活就业社保补贴的补贴期限
灵活就业人员社保补贴申领,灵活就业人员社保补贴的申领方式,灵活就业人员社保补贴的申领方式
灵活就业人员社保补贴申领,1+13对应地市申领方式,地市名称
灵活就业人员社保补贴申领,start灵活就业人员社保补贴申领,灵活就业人员社保补贴申领
特岗津贴核定,start特岗津贴核定,事业单位工作人员特岗津贴核定
特岗津贴核定,办理对象,事业单位工作人员特岗津贴核定办理对象
特岗津贴核定,办理条件,事业单位工作人员特岗津贴核定办理条件
特岗津贴核定,办理材料,事业单位工作人员特岗津贴核定办理材料
特岗津贴核定,办理流程,事业单位工作人员特岗津贴核定办理流程
用人单位公益性岗位补贴和社保补贴申领,公益性岗位补贴的补贴期限,公益性岗位补贴的补贴期限
用人单位公益性岗位补贴和社保补贴申领,start公益性岗位补贴和社保补贴申领,用人单位公益性岗位补贴和社保补贴申领
用人单位公益性岗位补贴和社保补贴申领,公益性岗位补贴的申领材料,公益性岗位补贴的申领材料
用人单位公益性岗位补贴和社保补贴申领,用人单位公益性岗位的补贴标准,用人单位公益性岗位的补贴标准
用人单位公益性岗位补贴和社保补贴申领,公益性岗位社保补贴的补贴期限,公益性岗位社保补贴的补贴期限
用人单位公益性岗位补贴和社保补贴申领,用人单位公益性岗位的安置对象,用人单位公益性岗位的安置对象
用人单位公益性岗位补贴和社保补贴申领,公益性岗位社保补贴的补贴标准,公益性岗位社保补贴的补贴标准
用人单位公益性岗位补贴和社保补贴申领,公益性岗位补贴的具体标准,公益性岗位补贴的具体标准
电子社会保障卡签发,电子社保卡安全性如何保障,电子社保卡安全性如何保障
电子社会保障卡签发,未申领实体社保卡签发失败,电子社保卡因未申领实体社保卡签发失败
电子社会保障卡签发,电子社保卡应用,电子社保卡应用
电子社会保障卡签发,电子社保卡签发失败原因,电子社保卡签发失败原因
电子社会保障卡签发,start电子社保卡应用入口,电子社保卡应用有哪些
电子社会保障卡签发,start电子社会保障卡签发,电子社会保障卡签发
电子社会保障卡签发,电子社保卡申领条件,电子社保卡申领条件
电子社会保障卡签发,电子社保卡渠道查询,电子社保卡渠道查询
电子社会保障卡签发,挂失后电子社保卡能否使用,实体社保卡挂失后电子社保卡是否还能使用
电子社会保障卡签发,开通缴费结算流程,电子社保卡开通缴费结算流程
电子社会保障卡签发,电子社保卡申领渠道,电子社保卡申领渠道
电子社会保障卡签发,人脸识别失败签发失败,电子社保卡因人脸识别失败签发失败
电子社会保障卡签发,start电子社保卡签发失败原因入口,电子社保卡签发失败
电子社会保障卡签发,实体社保卡状态异常签发失败,电子社保卡因实体社保卡状态异常签发失败
电子社会保障卡签发,无法查询相关信息怎么处理,电子社保卡无法查询相关信息怎么处理
电子社会保障卡解绑,start电子社会保障卡解绑,电子社会保障卡解绑
电子社会保障卡解绑,电子社保卡解绑注意事项,电子社保卡解绑注意事项
电子社会保障卡解绑,电子社保卡解绑流程,电子社保卡解绑流程
省事业单位公开招聘公告发布,1+13对应地市招聘公告发布,地市名称
省事业单位公开招聘公告发布,start省事业单位公开招聘公告发布,[t_地市名称]事业单位公开招聘公告发布的地址、发布的时间、报名方式、报名时间
省人力资源社会保障优秀科研成果申报,申报后修改要求,省人力资源社会保障优秀科研成果申报后修改要求
省人力资源社会保障优秀科研成果申报,同一个申报者申报成果数量要求,省人力资源社会保障优秀科研成果同一个申报者申报成果数量要求
省人力资源社会保障优秀科研成果申报,start申报要求入口,省人力资源社会保障优秀科研成果申报过程中的要求
省人力资源社会保障优秀科研成果申报,公示要求,省人力资源社会保障优秀科研成果公示要求
省人力资源社会保障优秀科研成果申报,申报多项成果注册账号要求,省人力资源社会保障优秀科研成果申报多项成果注册账号要求
省人力资源社会保障优秀科研成果申报,申报材料,省人社优秀科研成果申报材料
省人力资源社会保障优秀科研成果申报,start省人社优秀科研成果申报,省人力资源社会保障优秀科研成果申报
省人力资源社会保障优秀科研成果申报,同一个项目成果申报次数要求,省人力资源社会保障优秀科研成果同一个项目成果申报次数要求
省人力资源社会保障优秀科研成果申报,不得申报的成果形式,省人力资源社会保障优秀科研成果评选不得申报的成果形式
省人力资源社会保障优秀科研成果申报,评选获奖结果的公布,省人力资源社会保障优秀科研成果评选获奖结果的公布
省人力资源社会保障优秀科研成果申报,申报范围,省人力资源社会保障优秀科研成果申报范围
省人力资源社会保障优秀科研成果申报,在职称评审中的作用,省人力资源社会保障优秀科研成果在职称评审中的作用
省人力资源社会保障优秀科研成果申报,申报成果时限的界定,省人力资源社会保障优秀科研成果申报成果时限的界定
省人力资源社会保障优秀科研成果申报,审核时间,省人力资源社会保障优秀科研成果审核时间
省人力资源社会保障优秀科研成果申报,申报成果署名填报要求,省人力资源社会保障优秀科研成果申报成果署名填报要求
省人力资源社会保障优秀科研成果申报,中央驻苏单位的科研成果参评要求,中央驻苏单位的科研成果参评要求
省人力资源社会保障优秀科研成果申报,申报要求,省人社优秀科研成果申报过程中的要求
省人力资源社会保障优秀科研成果申报,start申报材料入口,省人力资源社会保障优秀科研成果申报材料
省人力资源社会保障优秀科研成果申报,评选中成果项类型填报要求,省人力资源社会保障优秀科研成果评选中成果项类型填报要求
省人力资源社会保障优秀科研成果申报,申报链接,省人力资源社会保障优秀科研成果申报链接
省人力资源社会保障优秀科研成果申报,评选申报者要求,省人力资源社会保障优秀科研成果评选申报者要求
省人力资源社会保障优秀科研成果的标准,start省人社优秀科研成果的标准,省人力资源社会保障优秀科研成果的标准
省人力资源社会保障优秀科研成果的标准,经济奖励标准,省人力资源社会保障优秀科研成果经济奖励标准
省人力资源社会保障优秀科研成果的标准,申报查重比对标准,省人力资源社会保障优秀科研成果申报查重比对标准
省博士后创新实践基地申报,start省博士后创新实践基地申报,省博士后创新实践基地申报
省博士后创新实践基地申报,省基地的申报程序,省博士后创新实践基地的申报程序
省博士后创新实践基地申报,基地的申报条件,省博士后创新实践基地的申报条件
省海外高层次人才居住证,start省海外高层次人才居住证,省海外高层次人才居住证
省海外高层次人才居住证,居住证申领,省海外高层次人才居住证申领
省海外高层次人才居住证,居住证所需材料,省海外高层次人才居住证申领所需材料
省海外高层次人才居住证,在苏工作时间要求,省海外高层次人才在苏工作时间要求
省海外高层次人才居住证,学位及认证要求,在国（境）外取得博士学位及认证要求
省海外高层次人才居住证,非江苏户籍的理解,对海外高层次人才非江苏户籍的理解
省海外高层次人才居住证,申领条件,省海外高层次人才居住证申领条件
省海外高层次人才居住证,申领方式,省海外高层次人才居住证的申领方式
省海外高层次人才居住证,（副证）申领条件,省海外高层次人才居住证（副证）的申领条件
省海外高层次人才居住证,start居住证申领入口,关于省海外高层次人才居住证申领事项
省海外高层次人才居住证,证明材料,省海外高层次人才工作经历的证明材料
省海外高层次人才居住证,副证所需材料,新办省海外高层次人才居住证副证所需材料
省海外高层次人才居住证,主证所需材料,新办省海外高层次人才居住证主证所需材料
省海外高层次人才居住证,start居住证材料入口,省海外高层次人才居住证申领及办理所需材料
省海外高层次人才居住证业务办理,居住证失效情形,省海外高层次人才居住证失效情形
省海外高层次人才居住证业务办理,补办居住证的材料,补办省海外高层次人才居住证所需材料
省海外高层次人才居住证业务办理,居住证所需材料,变更省海外高层次人才居住证所需材料
省海外高层次人才居住证业务办理,挂失居住证的流程,挂失省海外高层次人才居住证的流程
省海外高层次人才居住证业务办理,居住证延期申请,省海外高层次人才居住证延期申请
省海外高层次人才居住证业务办理,start延期申请事项入口,省海外高层次人才居住证的期限及延期申请事项
省海外高层次人才居住证业务办理,延期申请所需材料,省海外高层次人才居住证延期申请所需材料
省海外高层次人才居住证业务办理,注销居住证的流程,注销省海外高层次人才居住证的办理流程
省海外高层次人才居住证业务办理,start省海外高层次人才居住证业务办理,省海外高层次人才居住证业务办理
省海外高层次人才居住证业务办理,延期申请的办理流程,省海外高层次人才居住证延期申请的办理流程
省海外高层次人才居住证业务办理,居住证的有效期限,省海外高层次人才居住证的有效期限
省示范博士后科研工作站申报,start省示范博士后科研工作站申报,省示范博士后科研工作站申报
省示范博士后科研工作站申报,申报的推荐范围,省示范博士后科研工作站申报的推荐范围
省示范博士后科研工作站申报,申报的推荐条件,博士后科研工作站的申报程序省示范博士后科研工作站申报的推荐条件
省级乡土人才建设发展项目申报,start省级乡土人才建设发展项目申报,省级乡土人才建设发展项目申报
省级乡土人才建设发展项目申报,示范基地项目申报,省级乡土人才传承示范基地项目申报
省级乡土人才建设发展项目申报,工作室项目申报,省级乡土人才大师示范工作室项目申报
省级乡土人才建设发展项目申报,示范基地的资助额度,省级乡土人才传承示范基地的资助额度
省级乡土人才建设发展项目申报,示范基地数量规定,评选资助省级乡土人才传承示范基地数量的规定
省级乡土人才建设发展项目申报,示范基地的定义,省级乡土人才传承示范基地的定义
省级乡土人才建设发展项目申报,示范基地的申报流程,省级乡土人才传承示范基地的申报流程
省级乡土人才建设发展项目申报,start示范基地项目申报入口,省级乡土人才建设发展传承示范基地项目申报
省级乡土人才建设发展项目申报,示范工作室数量的规定,每年评选资助省级乡土人才大师示范工作室数量的规定
省级乡土人才建设发展项目申报,示范工作室的申报流程,省级乡土人才大师示范工作室的申报流程
省级乡土人才建设发展项目申报,示范工作室的资助额度,省级乡土人才大师示范工作室的资助额度
省级乡土人才建设发展项目申报,示范工作室的定义,省级乡土人才大师示范工作室的定义
省级乡土人才建设发展项目申报,start工作室项目申报入口,省级乡土人才建设发展大师示范工作室项目申报
省级就业见习示范基地申报,省级就业见习示范基地的申报对象,省级就业见习示范基地的申报对象
省级就业见习示范基地申报,省级就业见习示范基地的申报条件,省级就业见习示范基地的申报条件
省级就业见习示范基地申报,省级就业见习示范基地的申报流程,省级就业见习示范基地的申报流程
省级就业见习示范基地申报,省级就业见习示范基地的申报材料,省级就业见习示范基地的申报材料
省级就业见习示范基地申报,start省级就业见习示范基地申报,省级就业见习示范基地申报
省级技能大师工作室建设项目申报,申报条件,省级技能大师工作室建设项目申报条件
省级技能大师工作室建设项目申报,start技能大师申报条件,技能大师工作室建设项目申报条件
省级技能大师工作室建设项目申报,申报流程,省级技能大师工作室建设项目申报流程
省级技能大师工作室建设项目申报,传统工艺传承方面,传统工艺传承方面
省级技能大师工作室建设项目申报,创新创优方面,创新创优方面
省级技能大师工作室建设项目申报,科技成果转化方面,科技成果转化方面
省级技能大师工作室建设项目申报,授艺带徒方面,授艺带徒方面
省级技能大师工作室建设项目申报,技术攻关方面,技术攻关方面
省级技能大师工作室建设项目申报,start省级技能大师工作室建设项目申报,省级技能大师工作室建设项目申报
省级技能大师工作室建设项目申报,申报材料,省级技能大师工作室建设项目的申报材料
省（市）留学回国人员创新创业园申报,start省（市）创新创业园申报,省（市）留学回国人员创新创业园申报
省（市）留学回国人员创新创业园申报,申报要求,省留学回国人员创新创业园园区申报要求
省（市）留学回国人员创新创业园申报,留学人员毕业企业具备条件,省（市）留学回国人员创新创业园申报中留学人员毕业企业具备条件
省（市）留学回国人员创新创业园申报,孵留学人员创业企业具备条件,省（市）留学回国人员创新创业园申报中在孵留学人员创业企业具备条件
省（市）留学回国人员创新创业园申报,创新创业园的授牌部门,获批省留学回国人员创新创业园的授牌部门
省（市）留学回国人员创新创业示范基地申报,start创新创业示范基地申报,省（市）留学回国人员创新创业示范基地申报
省（市）留学回国人员创新创业示范基地申报,孵留学人员创业企业具备条件,省（市）留学回国人员创新创业示范基地申报中在孵留学人员创业企业具备条件
省（市）留学回国人员创新创业示范基地申报,留学人员毕业企业具备条件,省（市）留学回国人员创新创业示范基地申报中留学人员毕业企业具备条件
省（市）留学回国人员创新创业示范基地申报,级别的申报要求,江苏省留学回国人员创新创业示范基地的园区级别的申报要求
省（市）留学回国人员创新创业示范基地申报,创新创业示范基地的支持政策,获批江苏省留学回国人员创新创业示范基地的支持政策
省（市）级继续教育基地申报,start省（市）级继续教育基地申报,省（市）级继续教育基地申报
省（市）级继续教育基地申报,经费补助标准,省级继续教育基地的经费补助标准
省（市）级继续教育基地申报,必填内容,省级继续教育基地申报表中的社会力量办学许可证是否为必填内容
省（市）级继续教育基地申报,承担的任务,省级继续教育基地承担的任务
省（市）级继续教育基地申报,申报单位,省级专业技术人才继续教育基地的申报单位
省（市）级继续教育基地申报,申报条件,省级继续教育基地的申报条件
省（市）级高技能人才专项公共实训基地建设项目申报,办理材料,省级高技能人才专项公共实训基地建设项目办理材料
省（市）级高技能人才专项公共实训基地建设项目申报,办理流程,省级高技能人才专项公共实训基地建设项目办理流程
省（市）级高技能人才专项公共实训基地建设项目申报,start人才专项公共实训基地建设申报,省级高技能人才专项公共实训基地建设项目申报
省（市）级高技能人才专项公共实训基地建设项目申报,办理条件,省级高技能人才专项公共实训基地建设项目办理条件
省（市）级高技能人才专项公共实训基地建设项目申报,办理地址,省级高技能人才专项公共实训基地建设项目办理地点
省（市）级高级研修项目申报,start省（市）级高级研修项目申报,省（市）级高级研修项目申报
省（市）级高级研修项目申报,单位资质,省级高级研修项目承办单位资质
省（市）级高级研修项目申报,选题重点,省级高级研修项目的选题重点
省（市）级高级研修项目申报,发放条件,省级高级研修项目结业证书发放条件
省（市）级高级研修项目申报,研修对象,省级高级研修项目的研修对象
社会保障卡密码修改,start社会保障卡密码修改,社会保障卡密码修改
社会保障卡密码修改,实体社会保障卡密码修改,实体社保卡密码修改流程
社会保障卡密码修改,实体社会保障卡密码重置流程,实体社保卡密码重置流程
社会保障卡密码修改,电子社会保障卡密码修改,电子社保卡密码修改
社会保障卡密码修改,实体社会保障卡密码修改流程,实体社保卡密码修改
社会保障卡密码修改,电子社保卡密码首次设置流程,电子社保卡密码首次设置流程
社会保障卡密码修改,电子社保卡密码重置流程,电子社保卡密码重置流程
社会保障卡密码修改,人社功能密码的修改流程,实体社会保障卡人社功能密码的修改流程
社会保障卡密码修改,金融功能密码的修改流程,实体社会保障卡金融功能密码的修改流程
社会保障卡密码修改,人社功能密码的重置流程,实体社会保障卡人社功能密码的重置流程
社会保障卡密码修改,金融功能密码的重置流程,实体社会保障卡金融功能密码的重置流程
社会保障卡密码修改,start实体社保卡密码修改入口,实体社会保障卡密码修改
社会保障卡密码修改,start电子社保卡密码修改入口,电子社会保障卡密码修改
社会保障卡密码修改,start实体社保卡密码修改流程入口,实体社会保障卡密码修改流程
社会保障卡密码修改,start实体社保卡密码重置流程入口,实体社会保障卡密码重置流程
社会保障卡挂失与解挂,社会保障卡解除线上挂失流程,社会保障卡解除线上挂失流程
社会保障卡挂失与解挂,社会保障卡正式挂失流程,社会保障卡的正式挂失流程
社会保障卡挂失与解挂,start社保卡解除正式挂失流程入口,社会保障卡解除正式挂失流程
社会保障卡挂失与解挂,start社保卡正式挂失流程入口,社会保障卡正式挂失流程
社会保障卡挂失与解挂,社会保障卡解除线下挂失流程,社会保障卡解除线下挂失流程
社会保障卡挂失与解挂,start社保卡临时挂失与解挂入口,社会保障卡临时挂失与解挂
社会保障卡挂失与解挂,社会保障卡解除临时挂失流程,社会保障卡解除临时挂失流程
社会保障卡挂失与解挂,社会保障卡解除正式挂失流程,社保卡解除正式挂失
社会保障卡挂失与解挂,社会保障卡线下挂失流程,社会保障卡线下挂失流程
社会保障卡挂失与解挂,社会保障卡正式挂失与解挂,正式挂失与解挂
社会保障卡挂失与解挂,社会保障卡临时挂失与解挂,临时挂失与解挂
社会保障卡挂失与解挂,社会保障卡临时挂失流程,社会保障卡临时挂失流程
社会保障卡挂失与解挂,start社保卡正式挂失与解挂入口,社会保障卡正式挂失与解挂
社会保障卡挂失与解挂,社会保障卡线上挂失流程,社会保障卡线上挂失流程
社会保障卡挂失与解挂,start社会保障卡挂失与解挂,社会保障卡挂失与解挂
社会保障卡换卡,start社会保障卡换卡,社会保障卡换卡
社会保障卡换卡,社会保障卡更换合作银行换卡流程,社会保障卡因更换合作金融机构换卡流程
社会保障卡换卡,社会保障卡质量问题换卡流程,社会保障卡因质量问题、人为损坏、更换照片换卡流程
社会保障卡换卡,社会保障卡个人信息变更换卡流程,社会保障卡因个人信息变更换卡流程
社会保障卡注销,跨省转移人员社会保障卡注销,跨省转移人员社会保障卡注销流程
社会保障卡注销,start社会保障卡注销,社会保障卡注销
社会保障卡注销,死亡人员社会保障卡注销,死亡人员社会保障卡注销流程
社会保障卡注销,出国定居人员社会保障卡注销,出国（境）定居人员社会保障卡注销流程
社会保障卡申领,start社会保障卡申领<br/>,社会保障卡申领
社会保障卡申领,start社会保障卡发卡周期入口,社会保障卡发卡周期
社会保障卡申领,社会保障卡申领对象,社会保障卡申领对象有哪些
社会保障卡申领,start社会保障卡申领流程入口,社会保障卡申领流程
社会保障卡申领,社会保障卡统一发卡周期,社会保障卡统一发卡周期
社会保障卡申领,社会保障卡人社功能激活流程,社会保障卡人社功能激活流程
社会保障卡申领,社会保障卡金融功能激活流程,社会保障卡金融功能激活流程
社会保障卡申领,社会保障卡快速发卡周期,社会保障卡快速发卡周期
社会保障卡申领,社会保障卡线上申领流程,社会保障卡线上申领流程
社会保障卡申领,社会保障卡线下申领流程,社会保障卡线下申领流程
社会保障卡申领,start社会保障卡激活流程入口,社会保障卡激活流程
社会保障卡申领,社会保障卡激活流程,社保卡激活
社会保障卡申领,社会保障卡申领流程,社保卡申领
社会保障卡申领,社会保障卡发卡周期,社保卡发卡周期
社会保障卡补卡,社会保障卡补卡线上办理,社会保障卡补卡线上办理
社会保障卡补卡,社会保障卡补卡线下办理,社会保障卡补卡线下办理
社会保障卡补卡,start社会保障卡补卡,社会保障卡补卡
紧缺型高技能人才获证培训,start紧缺型高技能人才获证培训,紧缺型高技能人才获证培训
紧缺型高技能人才获证培训,办理地点,紧缺型高技能人才获证培训的办理地点
紧缺型高技能人才获证培训,办理条件,紧缺型高技能人才获证培训的办理条件
紧缺型高技能人才获证培训,办理材料,紧缺型高技能人才获证培训的办理材料
终局裁决,终局裁决以外其他裁决的权利救济,终局裁决以外其他仲裁裁决的权利救济
终局裁决,终局裁决的权利救济,终局裁决的权利救济
终局裁决,start终局裁决,终局裁决
终局裁决,符合终局裁决的情形,符合终局裁决的情形
经济性裁员,start经济性裁员,经济性裁员
经济性裁员,企业经济性裁员的程序,企业经济性裁员的程序
经济性裁员,裁员范围,裁员范围
经济性裁员,经济性裁员的定义,经济性裁员的定义
经济性裁员,符合经济性裁员的情形,符合经济性裁员的情形
经济性裁员,应优先留用人员的范围,经济性裁员时应优先留用人员的范围
经济性裁员,不得解除的人员范围,经济性裁员不得解除的人员范围
经济性裁员,start裁员的范围,裁员的范围
综合计算工时工作制和不定时工作制,start特殊工时制,综合计算工时工作制和不定时工作制
综合计算工时工作制和不定时工作制,综合工时,综合工时
综合计算工时工作制和不定时工作制,不定时,不定时
综合计算工时工作制和不定时工作制,综合计算工时工作制的定义,综合计算工时工作制的定义
综合计算工时工作制和不定时工作制,综合计算工时工作制的适用范围,综合计算工时工作制的适用范围
综合计算工时工作制和不定时工作制,综合计算工时工作制的加班费规定,实行综合计算工时工作制的企业支付加班费的规定
综合计算工时工作制和不定时工作制,综合计算工时工作制的特殊规定,实行综合计算工时工作制的特殊规定
综合计算工时工作制和不定时工作制,综合计算工时工作制的申请材料,申请实行综合计算工时工作制的材料
综合计算工时工作制和不定时工作制,不定时工作制的适用范围,不定时工作制的适用范围
综合计算工时工作制和不定时工作制,不定时工作制的申请材料,申请实行不定时工作制的材料
综合计算工时工作制和不定时工作制,不定时工作制的加班费规定,实行不定时工作制的企业支付加班费的规定
综合计算工时工作制和不定时工作制,不定时工作制的定义,不定时工作制的定义
综合计算工时工作制和不定时工作制,start综合计算工时工作制,综合计算工时工作制
综合计算工时工作制和不定时工作制,start不定时工作制,不定时工作制
职业介绍,办理材料1,单位法人职业介绍的办理材料
职业介绍,办理条件2,个人求职者职业介绍的办理条件
职业介绍,start单位法人的职业介绍办理流程,单位法人的职业介绍办理流程
职业介绍,办理材料2,个人求职者职业介绍的办理材料
职业介绍,start单位法人的职业介绍办理,单位法人的职业介绍办理
职业介绍,单位法人,单位法人职业介绍办理
职业介绍,个人求职者,个人求职者职业介绍办理
职业介绍,办理流程1,单位法人职业介绍办理流程
职业介绍,线下办理流程1,单位法人职业介绍的线下办理流程
职业介绍,start个人求职者的职业介绍办理流程,个人求职者的职业介绍办理流程
职业介绍,线上办理流程1,单位法人职业介绍的线上办理流程
职业介绍,线下办理流程2,个人求职者职业介绍的线下办理流程
职业介绍,办理流程2,个人求职者职业介绍办理流程
职业介绍,线上办理流程2,个人求职者职业介绍的线上办理流程
职业介绍,start个人求职者的职业介绍办理,个人求职者的职业介绍办理
职业介绍,办理条件1,单位法人职业介绍的办理条件
职业介绍,start职业介绍,职业介绍
职业技能竞赛申报,职业技能竞赛申报流程,职业技能竞赛申报流程
职业技能竞赛申报,start职业技能竞赛申报,职业技能竞赛申报
职业技能竞赛申报,职业技能竞赛的申报材料,职业技能竞赛的申报材料
职业技能竞赛申报,职业技能竞赛申报条件,职业技能竞赛申报条件
职业技能等级认定机构备案,第三方评价机构,第三方评价机构职业技能认定备案条件
职业技能等级认定机构备案,用人单位,用人单位职业技能等级备案条件
职业技能等级认定机构备案,职业技能等级认定机构备案流程,职业技能等级认定机构备案流程
职业技能等级认定机构备案,start技能等级认定机构备案条件入口,职业技能等级认定机构备案条件分为什么
职业技能等级认定机构备案,职业技能等级认定机构备案条件,职业技能等级认定机构备案条件
职业技能等级认定机构备案,start职业技能等级认定机构备案,职业技能等级认定机构备案
职业技能考核鉴定机构备案,start职业技能考核鉴定机构备案,职业技能考核鉴定机构备案
职业技能考核鉴定机构备案,职业技能考核鉴定机构备案流程,职业技能考核鉴定机构备案流程
职业技能考核鉴定机构备案,职业技能考核鉴定机构的备案条件,职业技能考核鉴定机构的备案条件
职业技能鉴定考评人员资格认证,考评人员续聘方式,职业技能鉴定考评人员续聘方式
职业技能鉴定考评人员资格认证,start职业技能鉴定考评人员资格认证,职业技能鉴定考评人员资格认证
职业技能鉴定考评人员资格认证,考评人员资格取得方式,职业技能鉴定考评人员资格取得方式
职业指导,start用人单位的职业指导办理,用人单位的职业指导办理
职业指导,办理流程2,个人求职者职业指导的办理流程
职业指导,用人单位职业指导办理,用人单位职业指导办理
职业指导,办理材料1,用人单位职业指导的办理材料
职业指导,办理条件2,个人求职者职业指导的办理条件
职业指导,办理流程1,用人单位职业指导的办理流程
职业指导,办理材料2,个人求职者职业指导的办理材料
职业指导,start职业指导,职业指导
职业指导,办理条件1,用人单位职业指导的办理条件
职业指导,start个人求职者的职业指导办理,个人求职者的职业指导办理
职业指导,个人求职者职业指导办理,个人求职者职业指导办理
职业资格日常鉴定申报,start职业资格日常鉴定申报,职业资格日常鉴定申报
职业资格日常鉴定申报,职业资格日常鉴定申报条件,职业资格日常鉴定申报条件
职业资格日常鉴定申报,职业资格日常鉴定申报流程,职业资格日常鉴定申报流程
职业资格统一鉴定申报,start职业资格统一鉴定申报,职业资格统一鉴定申报
职业资格统一鉴定申报,全省统一职业资格鉴定申报条件,全省统一职业资格鉴定申报条件
职业资格统一鉴定申报,全省统一职业资格鉴定申报流程,全省统一职业资格鉴定申报流程
职称申报,start职称申报,职称申报
职称申报,职称评审的申报地址,职称评审的申报地址
职称申报,人才考核认定申报,高层次和急需紧缺人才考核认定申报
职称申报,职称初定申报,职称初定申报
职称申报,职称评审申报的其他政策,职称评审申报的其他政策
职称申报,可以在江苏省申报职称的对象,可以在江苏省申报职称的对象
职称申报,对象及职称申报方式,留学回国人员、港澳台同胞以及外籍人士、军队转业干部职称的申报方式
职称申报,军队转业干部,军队转业干部职称的申报方式
职称申报,留学回国人员,留学回国人员职称的申报方式
职称申报,港澳台同胞以及外籍人士,港澳台同胞以及外籍人士在我省职称的申报方式
职称申报,高级职称的申报地址,高级职称的申报地址
职称申报,初级、中级职称的申报地址,初级、中级职称的申报地址
职称申报,单位变动对职称的影响,单位变动对职称的影响
职称申报,材料注意事项,职称申报准备材料注意事项
职称申报,提供聘书要求,职称评审对提供聘书要求
职称申报,职称效用的规定,职称效用的规定
职称申报,文件的聘任要求,单位变动对专业技术文件的聘任要求
职称申报,委托方式,职称评审的委托方式
职称申报,互认的方法,职业资格和职称等级互认的方法
职称申报,保险费缴纳要求,职称申报人员社会保险费缴纳要求
职称申报,继续教育学时规定,职称申报专业继续教育学时的规定
职称申报,认定方式,引进的专业技术人才职称的认定方式
职称申报,认定方法,申报职称时学历的认定方法
职称申报,计算方法,职称申报资历年限的计算方法
职称申报,跨系列申报,如何同级转评和跨系列申报职称
职称申报,start职称关于评审申报的其他政策,职称关于评审申报的其他政策
职称申报,start申报地址入口,关于职称评审的申报地址
职称申报,start申报方式入口,可以在江苏省申报职称的对象及申报方式
职称证书,start职称证书,职称证书
职称证书,在线查询,职称证书在线查询
职称证书,在线补办,职称证书在线补办
职称证书,在线领取,职称证书在线领取
职称证书,初中级证书查询方法,初中级证书查询方法
职称证书,高级职称证书证明方法,高级职称证书证明方法
职称证书,高级职称证书的查询方法,高级职称证书的查询方法
职称证书,丢失初级对评中级职称是否有影响,初级职称的证书丢失对评中级职称是否有影响
职称证书,初中级职称证书补办方式,初中级职称证书补办方式
职称证书,高级职称证书补办的方式,高级职称证书补办方式
职称证书,初中级职称证书领取方式,初中级职称证书领取方式
职称证书,高级职称证书的领取方式,高级职称证书的领取方式
职称证书,start在线补办入口,职称证书在线补办方法及初级证书丢失对于评中级职称的影响
职称证书,start在线查询入口<br/>,职称证书在线查询的方法及高级职称证书的证明方法
职称证书,start在线领取入口,初中级和高级职称证书的领取
职称评审委员会组建申请,start职称评审委员会组建申请,职称评审委员会组建申请
