场景名称,节点名称,答案
机关事业单位社会保险登记,社会保险登记的经办人员,机关事业单位社会保险登记的经办人员：在机关事业单位养老保险管理信息系统登记过的，负责参保单位社会保险工作的固定经办人。
机关事业单位社会保险登记,军队文职人员参加养老保险依据）,军队文职人员参加机关事业单位养老保险依据（含职业年金）：《关于军队文职人员参加社会保险有关问题的通知》第一条规定：军队用人单位及其文职人员参照国家公务员和事业单位工作人员办法，参加所在地社会保险。军队用人单位驻地在江苏省的，其军队用人单位及其文职人员，按照国家和省有关规定，参加江苏省省级机关事业单位养老保险，由省级社会保险经办机构直接管理。
机关事业单位社会保险登记,社会保险登记结果反馈,机关事业单位社会保险登记结果反馈：参保单位递交材料后，当场告知单位经办人员是否办结，经审（复）核对资料不全的，一次性告知参保单位需要补充和更正的资料。
机关事业单位社会保险登记,社会保险登记办理方式,请问您要问的是哪个地市的办理方式？
民办职业培训学校设立和终止,民办职业培训学校终止的情形,民办职业培训学校有下列情形的，应当终止。　　（一）举办者自行提出终止，并经审批机关批准的；　　（二）被吊销办学许可证的；　　（三）因资不抵债无法继续办学的。
民办职业培训学校设立和终止,民办职业培训学校的审批流程,民办职业培训学校设立审批流程：                                                                                                               （一）受理。举办者按规定提交有关材料后，符合要求的，工作人员在5个工作日内出具准予受理的书面通知；需要补充材料的，一次性书面告知；对不符合规定的，出具不予受理的书面通知并说明原因。（二）评审。对举办者提交材料符合要求的，人力资源和社会保障行政部门组成专家评审小组进行现场勘验评估，形成专家小组评审意见并出具评审报告。（三）决定。审批机关依据国家和省有关规定，结合专家评审意见和民办职业培训学校发展规划，自受理申请3个月内作出是否批准的决定。对符合条件的下达正式批复、颁发《办学许可证》正、副本；对审查评估达不到申办条件的，人力资源和社会保障部门应出具《不予批准决定书》，并告知申请人不予批准的原因。  获得许可的，申办学校凭《办学许可证》副本到有关部门办理相关登记，并在核准业务范围内开展活动。  跨区域异地办学的，必须重新申请设立学校，并报举办地人力资源和社会保障部门审批。在同一行政区域设立分教学点的，需报审批机关备案。
民办职业培训学校设立和终止,民办职业培训学校的终止,请问您咨询的是终止民办培训学校的情形还是材料?
民办职业培训学校设立和终止,民办职业培训学校的审批材料,民办职业培训学校设立审批材料：                                                                                                                  （一）《江苏省民办职业培训学校申办报告》。（二）《江苏省民办职业培训学校审批表》一式三份。（三）拟办民办职业培训学校的章程、发展规划和有关管理制度。（四）举办者的资格证明材料：社会组织申请办学的，应提供举办者的法人资格证明材料（工商营业执照、组织机构代码证复印件等）；个人申请办学的，应提交身份证、学历、职称或职业资格证复印件、个人简历及具有政治权利和完全民事行为能力证明。（五）拟办民办职业培训学校理事会（董事会）成员名册及相关证明材料；教学及管理人员的相关证件、证书、证明复印件以及聘用协议等（详见第七条）。（六）法定机构出具的用于办学的固定资产评估报告、注册资金验资报告及其他相关证明文件。（七）用作办公、培训的场地证明及消防安全检查意见书。利用自有场地举办学校的，应提交场地产权证明；租借场地的，应提交与产权人（或授权使用人）签订的自申请之日起不少于3年的、具有法律效力的租赁合同及场地所有权证明。（八）满足教学和技能训练的主要设施、设备的清单及发票复印件。（九）与培训专业（职业、工种）相对应的教学（培训）计划、大纲和教材。（十）有关证明、证书、证件、教材等除提交复印件（目录）外，还应提供相应原件供行政审批部门核对。证照、证书、证件是外文的应翻译成中文并公证。
民办职业培训学校设立和终止,民办职业培训学校的定义,"民办职业培训学校是指本省行政区域内国家机构以外的社会组织或者个人，利用非国家财政性经费，面向社会举办的实施以职业技能为主的职业资格培训、职业技能培训的民办职业培训学校。国家财政性经费，是指财政拨款、依法取得并应当上缴国库或者财政专户的财政性资金。
"
民办职业培训学校设立和终止,民办职业培训学校终止的审批材料,民办职业培训学校自行终止的，应向审批机关提出申请。申请时需提交以下材料：　　（一）法人代表或举办者签署的终止申请报告及决策机构同意的书面材料；　　（二）终止方案；　　（三）具有资质的审计机构出具的财务清算报告；　　（四）善后工作安排；　　（五）办学许可证（正、副本）。
民办职业培训学校设立和终止,民办职业培训学校的设立,请问您咨询的是民办职业培训学校的设立审批流程还是设立审批材料？
江苏省二级建造师执业资格考试报名,报名条件,江苏省二级建造师执业资格考试报名条件请登陆江苏省人事考试网专业技术类考试专栏查询。
江苏省二级建造师执业资格考试报名,工作年限的计算方法,江苏省二级建造师执业资格考试报名中，考生取得第一学历后开始计算相关工作年限，按照满周年计算。如考生有2个以上的学历，剔除全日制学习时间，累加计算。如考生是非全日制学历，在读期间时间也可计算为相应工作年限。
江苏省二级建造师执业资格考试报名,1+13答案,"[answer]
execut:city=南京 THEN answer=""南京市人事考试中心咨询电话025-83151200。""
execut:city=南通 THEN answer=""南通市人事考试中心咨询电话0513-59000252。""
execut:city=苏州 THEN answer=""苏州市人事考试院咨询电话0512-65301425。""
execut:city=无锡 THEN answer=""无锡市人事考试中心咨询电话0510-85740575。""
execut:city=扬州 THEN answer=""扬州市人事考试管理办公室咨询电话0514-80829370。""
execut:city=淮安 THEN answer=""淮安市人事考试中心咨询电话0517-89330169。""
execut:city=常州 THEN answer=""常州市人事考试管理办公室咨询电话0519-86617131。""
execut:city=宿迁 THEN answer=""宿迁市考试鉴定中心咨询电话0527-84353881。""
execut:city=徐州 THEN answer=""徐州市人事考试办公室咨询电话0516-12333,80800320。""
execut:city=泰州 THEN answer=""泰州市人事考试管理办公室咨询电话0523-86888539,86896181,86891051,86397550。""
execut:city=盐城 THEN answer=""盐城市人事考试中心咨询电话0515-88195106,86668515。""
execut:city=省级 THEN answer=""江苏省住建厅咨询电话025-51868911。""
execut:city=连云港 THEN answer=""连云港市人事考试中心咨询电话0518-85826670,85811913。""
execut:city=镇江 THEN answer=""镇江市人事考试考工中心咨询电话0511-84432609,84425552。""
execut:!city THEN answer=""请问您想询问的是哪个地市的咨询电话？"""
江苏省二级建造师执业资格考试报名,咨询电话,请问您想了解哪个地市的咨询电话？
江苏省二级建造师执业资格考试报名,专业不在专业对照表中的处理方式,请考生严格对照专业对照表，如所学专业在表中没有但是有相近的专业名称，请考生将个人档案中的课程设置表复印提交给报考考区考试机构进一步审核；如专业名称在对照表中没有也非相近专业，可参考“具备其他专业中专及以上学历并从事建设工程项目施工管理工作满5年”条件报名。
江苏省考试录用公务员报名,报名时间,省考试录用公务员的报名时间以省委组织部、省人力资源社会保障厅官方网站公布时间为准。
江苏省考试录用公务员报名,考试成绩公布时间,省公务员录用考试成绩公布时间，请登陆省委组织部、省人力资源社会保障厅官方网站查询，也可拨打公告中公布的政策咨询电话。
江苏省考试录用公务员报名,身份证遗失,参加省公务员录用考试如身份证原件遗失，可在打印准考证后到考点所在地的公安机关开具临时身份证明或者办理临时身份证。
江苏省考试录用公务员报名,改报其他岗位,"省考试录用公务员报名审核通过后能否改报其他岗位,请登陆省委组织部、省人力资源社会保障厅官方网站查询公告，也可拨打公告中公布的政策咨询电话。"
江苏省考试录用公务员报名,岗位设置有疑问的处理方法,省考试录用公务员报名时对岗位设置有疑，请登陆省委组织部、省人力资源社会保障厅官方网站查询公告，也可拨打公告中公布的政策咨询电话。
江苏省考试录用公务员报名,1+13答案,"[answer]
execut:city=南京 THEN answer=""江苏省考试录用公务员报名南京市技术咨询电话025-83151200。""
execut:city=南通 THEN answer=""江苏省考试录用公务员报名南通市技术咨询电话0513-59000251。""
execut:city=苏州 THEN answer=""江苏省考试录用公务员报名苏州市技术咨询电话0512-65301425。""
execut:city=无锡 THEN answer=""江苏省考试录用公务员报名无锡市技术咨询电话0510-82823315。""
execut:city=扬州 THEN answer=""江苏省考试录用公务员报名扬州市技术咨询电话0514-80829370。""
execut:city=淮安 THEN answer=""江苏省考试录用公务员报名淮安市技术咨询电话0517-83668563。""
execut:city=常州 THEN answer=""江苏省考试录用公务员报名常州市技术咨询电话0519-86617131。""
execut:city=宿迁 THEN answer=""江苏省考试录用公务员报名宿迁市技术咨询电话0527-84353885。""
execut:city=徐州 THEN answer=""江苏省考试录用公务员报名徐州市技术咨询电话0516-80800325。""
execut:city=泰州 THEN answer=""江苏省考试录用公务员报名泰州市技术咨询电话0523-86891051。""
execut:city=盐城 THEN answer=""江苏省考试录用公务员报名盐城市技术咨询电话0515-86668515。""
execut:city=省级 THEN answer=""江苏省考试录用公务员报名江苏省技术咨询电话025-83236085。""
execut:city=连云港 THEN answer=""江苏省考试录用公务员报名连云港市技术咨询电话0518-85826670。""
execut:city=镇江 THEN answer=""江苏省考试录用公务员报名镇江市技术咨询电话0511-84425552。""
execut:!city THEN answer=""请问您想询问的是哪个地市的联系方式？"""
江苏省考试录用公务员报名,补报名,"省考试录用公务员报名结束后补报名,请登陆省委组织部、省人力资源社会保障厅官方网站查询公告，也可拨打公告中公布的政策咨询电话。"
江苏省考试录用公务员报名,报名技术咨询电话,省考试录用公务员报名时如需咨询，应区分所咨询问题类别按以下方式拔打咨询电话：1.关于报考职位的招录范围、对象、条件及要求，报名资格审核，学历、户籍、专业，公示、体检、录用等相关问题，请拨打公告中公布的考录政策咨询电话。其中关于报考职位的条件及要求、报名资格审核问题也可拨打公告中公布的所报考单位的咨询电话。2.关于电子照片制作、网上支付、报名电子照片审核、准考证打印等问题请拨打公告中公布的考务技术咨询电话。此电话不解答政策咨询。请问您想了解哪个地市的技术咨询电话？
江苏省考试录用公务员报名,报名条件,省考试录用公务员的报名条件，请登陆省委组织部、省人力资源社会保障厅官方网站查询公告。
灵活就业人员企业职工基本养老保险参保登记,参保,请问您要咨询的是灵活就业人员企业职工基本养老保险的参保条件、参保材料、办理时间还是参保方式？
灵活就业人员企业职工基本养老保险参保登记,缴费,请问您要咨询的是灵活就业人员参加企业职工基本养老保险的缴费档次、缴费比例、缴费方式还是申报缴纳企业职工养老保险费的方式？
灵活就业人员企业职工基本养老保险参保登记,参保条件,请问您是本省户籍、外省户籍还是港澳台居民？
灵活就业人员企业职工基本养老保险参保登记,参保材料,请问您是江苏省内户籍、外省户籍还是港澳台居民？
灵活就业人员企业职工基本养老保险参保登记,办理时间,
灵活就业人员企业职工基本养老保险参保登记,参保方式,
灵活就业人员企业职工基本养老保险参保登记,缴费档次,
灵活就业人员企业职工基本养老保险参保登记,缴费比例,
灵活就业人员企业职工基本养老保险参保登记,缴费方式,
灵活就业人员企业职工基本养老保险参保登记,申报缴纳方式,
灵活就业人员企业职工基本养老保险参保登记,港澳台居民,
灵活就业人员企业职工基本养老保险参保登记,本省户籍,
灵活就业人员企业职工基本养老保险参保登记,外省户籍,
灵活就业人员企业职工基本养老保险参保登记,本省户籍参保材料,
灵活就业人员企业职工基本养老保险参保登记,外省户籍参保材料,
灵活就业人员企业职工基本养老保险参保登记,港澳台居民参保材料,
灵活就业人员社保补贴申领,灵活就业人员社保补贴的申领材料,灵活就业人员社保补贴的申领材料：灵活就业人员申请社保补贴需要提供基本身份类证明复印件等，灵活就业的高校毕业生提供毕业证书复印件，此外都需要填写灵活就业人员社保补贴申领表。
灵活就业人员社保补贴申领,灵活就业人员社保补贴的补贴标准,灵活就业人员社保补贴的补贴标准：社会保险补贴的险种为基本养老保险、基本医疗保险（含生育保险）、失业保险、工伤保险，从事个体经营，对按企业缴费办法缴纳社会保险费的，给予全额社会保险补贴（不包括个人应缴纳的部分）；对按照灵活就业人员缴费办法缴纳社会保险费的按其实际缴纳社会保险费不低于1/2，不高于2/3给予补贴。
灵活就业人员社保补贴申领,补贴期限1,就业困难人员灵活就业人员社保补贴的补贴期限：就业困难人员灵活就业人员社保补贴时间与企业吸纳就业困难人员社保补贴期限合并计算后，最长不超过3年，其中距法定退休年龄不足5年的可延长至退休。灵活就业社保补贴享受期满，仍未能实现稳定就业的，可根据实际情况将享受补贴期限一次性延长，延长期限不超过1年。
灵活就业人员社保补贴申领,灵活就业人员社保补贴的申领条件,灵活就业人员社保补贴的申领条件：有劳动能力和就业愿望的就业困难人员，符合条件的高校毕业生、创业者和外省贫困劳动力（即16周岁以上具有劳动能力的建档立卡贫困人口）。就业困难人员包括《江苏省实施〈中华人民共和国就业促进法〉办法》（省政府令第53号）界定的各类群体，以及登记失业的优抚对象家庭人员、军队退役人员、农村零转移家庭、建档立卡低收入农户家庭劳动力。失业人员中的大龄、残疾、低保家庭、建档立卡低收入农户劳动力等劳动者可在常住地申请认定为就业困难人员。以上人员参保缴费后，可以申领灵活就业人员社保补贴。
灵活就业人员社保补贴申领,灵活就业人员社保补贴补贴期限,请问您要咨询的是就业困难人员灵活就业社保补贴的补贴期限还是高校毕业生灵活就业社保补贴的补贴期限？
灵活就业人员社保补贴申领,补贴期限2,高校毕业生灵活就业社保补贴的补贴期限：高校毕业生灵活就业社保补贴与小微企业吸纳高校毕业生社保补贴年限合并计算，最长不超过2年。
灵活就业人员社保补贴申领,灵活就业人员社保补贴的申领方式,请问您要咨询的是南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
灵活就业人员社保补贴申领,1+13对应地市申领方式,"[answer]
execut:city=南京 THEN answer=""南京市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：南京市玄武区北京东路63号，南京市劳动就业服务管理中心。联系电话：025-86590832""
execut:city=南通 THEN answer=""南通市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：江苏省南通市崇川区工农南路150号政务中心，南通市劳动就业管理中心。联系电话：0513-59000195""
execut:city=苏州 THEN answer=""苏州市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：苏州市平泷路251号，苏州市劳动就业管理服务中心。联系电话：0512-682954663""
execut:city=无锡 THEN answer=""无锡市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：无锡市广瑞路2号，无锡市人力资源市场。联系电话：0510-82411685""
execut:city=扬州 THEN answer=""扬州市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：扬州市江阳西路101号，扬州市劳动就业服务中心。联系电话：0514-87352253""
execut:city=淮安 THEN answer=""淮安市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：淮安市城南乡国联商务中心人力资源大厦，淮安市劳动就业管理中心。联系电话：0517-83612113""
execut:city=常州 THEN answer=""常州市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：江苏省常州市锦绣路2号，常州市劳动就业管理中心。联系电话：0519-85588912""
execut:city=宿迁 THEN answer=""宿迁市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：宿迁市便民方舟一号楼三楼就业服务大厅，宿迁市劳动就业管理中心。联系电话：0527-84359975、84359935、84359029、84359569""
execut:city=徐州 THEN answer=""徐州市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：徐州市云龙区食品城南人力资源服务中心，徐州市劳动就业管理中心。联系电话：0516-85805723""
execut:city=泰州 THEN answer=""泰州市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：泰州市洪泽湖路66号，泰州市劳动就业管理中心。联系电话：0523-86606531""
execut:city=盐城 THEN answer=""盐城市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：盐城市人民南路38号新龙广场4号楼，盐城市劳动就业中心。联系电话：0515-88327824""
execut:city=省级 THEN answer=""很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=连云港 THEN answer=""连云港市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：连云港市科技馆西区，连云港市职业介绍服务中心。联系电话：0518-85685911""
execut:city=镇江 THEN answer=""镇江市灵活就业人员社保补贴的申领方式：到县（市、区）人力资源社会保障公共服务场所，或者街道（乡镇）、社区（村）人力资源社会保障基层平台现场办理；也可以通过江苏省人力资源社会保障一体化平台的网页版和手机版办理。地址：镇江市运河路100号苏南人力资源市场。联系电话：0511-86886866""
execut:!city THEN answer=""请问您想询问的是哪个地市的申领方式？"""
电子社会保障卡签发,电子社保卡安全性如何保障,"电子社保卡安全性保障的方式：电子社保卡通过全国社保卡服务平台统一签发、统一验证，是线上个人授权访问的钥匙，有效避免非授权APP仿冒个人线上操作风险。
"
电子社会保障卡签发,未申领实体社保卡签发失败,"未申领实体社保卡。
"
电子社会保障卡签发,电子社保卡应用,请问您想咨询的是电子社保卡开通缴费结算流程、无法查询相关信息怎么处理、实体社保卡挂失后电子社保卡是否还能使用还是安全性如何保障？
电子社会保障卡签发,电子社保卡签发失败原因,请问您想咨询的是电子社保卡签发失败的原因是未申领实体社保卡、人脸识别失败还是实体社保卡状态异常？
电子社会保障卡签发,电子社保卡申领条件,"申领电子社保卡条件：                                                       实体社会保障卡状态正常。
"
电子社会保障卡签发,电子社保卡渠道查询,"您可以通过“社会保障卡”公众号的“电子卡渠道""栏目、国家社会保险公共服务平台(si.12333.gov.cn)查询哪些渠道已开通电子社保卡签发。"
电子社会保障卡签发,挂失后电子社保卡能否使用,"实体卡状态异常，电子社保卡不能使用。
"
电子社会保障卡签发,开通缴费结算流程,"电子社保卡开通缴费结算的流程：                                         1、二级签发时，要求输入办理实体社会保障卡时合作金融机构的预留号码2、实体社会保障卡合作金融机构的预留号码一旦重置，用户需要在电子社保卡卡面修改手机号。
"
电子社会保障卡签发,电子社保卡申领渠道,可以通过国家政务服务，掌上12333APP，各大银行、支付宝、微信、云闪付等APP，以及各地政府、人社APP等客户端申领电子社保卡。
电子社会保障卡签发,人脸识别失败签发失败,"人脸与实体社保卡档案照片对比不成功。
"
电子社会保障卡签发,实体社保卡状态异常签发失败,"已申领实体卡，但实体卡状态为封存、挂失、应用锁定、注销等异常状态的。
"
电子社会保障卡签发,无法查询相关信息怎么处理,"没有查询到持卡库实体卡信息的处理方法：1、确认本人确实持有江苏省地市的实体社会保障卡；2、确认申领时的信息是否正确；3、前往人力资源社会保障经办机构服务窗口咨询。
"
省人力资源社会保障优秀科研成果申报,申报后修改要求,省人力资源社会保障优秀科研成果申报后修改要求：省人力资源社会保障优秀科研成果在审核环节开始前可以自行修改；进入审核状态后则无法自行修改。若需修改，请与工作人员联系，待填报报名表退回后自行修改。
省人力资源社会保障优秀科研成果申报,同一个申报者申报成果数量要求,省人力资源社会保障优秀科研成果同一个申报者申报成果数量要求：省人力资源社会保障优秀科研成果同一个申报者可以申报多项成果，无数量限制。
省人力资源社会保障优秀科研成果申报,公示要求,省人力资源社会保障优秀科研成果公示要求：省人力资源社会保障优秀科研成果拟获奖成果名单通过厅网站向社会公示，接受社会监督，时间不少于5个工作日。
省人力资源社会保障优秀科研成果申报,申报多项成果注册账号要求,省人力资源社会保障优秀科研成果申报多项成果注册账号要求：省人力资源社会保障优秀科研成果不需要注册多个账号，用一个账号可申报多项成果。
省人力资源社会保障优秀科研成果申报,申报材料,省人力资源社会保障优秀科研申报成果均须提交全文word版（具体格式要求参见系统操作说明），同时还需提交下述材料：【论文类】:期刊封面、目录页及全部论文页的扫描件；【著作类】：封面、版权页、目录页扫描件，著作原件1本及1500字左右的内容摘要（纸质及word版）；【课题报告类】：结项（鉴定）证书或专家鉴定评审结果等扫描件；以外文形式发表的论文、著作、翻译论著，需同时提交中文译文word版。请问您想咨询省人力资源社会保障优秀科研成果申报链接？
省人力资源社会保障优秀科研成果申报,同一个项目成果申报次数要求,省人力资源社会保障优秀科研成果同一个项目成果申报次数要求：省人力资源社会保障优秀科研成果同一个项目成果仅限申报一次，重复申报将无法提交。
省人力资源社会保障优秀科研成果申报,不得申报的成果形式,省人力资源社会保障优秀科研不得申报的成果形式包括：涉密科研成果；已经获得省部级以上奖励的成果；公文、法律、法规等条文性文件；在增刊上发表的文章等。
省人力资源社会保障优秀科研成果申报,评选获奖结果的公布,省人力资源社会保障优秀科研成果评选获奖结果的公布：省人力资源社会保障厅发布获奖情况通报，并向获奖者颁发获奖证书。相关信息可在省人社厅门户网站、微信公众号查询。
省人力资源社会保障优秀科研成果申报,申报范围,省人力资源社会保障优秀科研成果申报范围：参加省人力资源社会保障优秀科研成果申报评选的项目应为评选年份前两个自然年内的、与人力资源社会保障领域工作相关的、有一定理论价值和实践价值的科研成果，具体包括：正式发表、公开出版或结题的，有关就业创业、社会保障、人力资源、人事人才、收入分配、劳动关系等方面的论文、著作、课题报告、调研报告等，集体或个人均可申报。
省人力资源社会保障优秀科研成果申报,在职称评审中的作用,省人力资源社会保障优秀科研成果在职称评审中的作用：省人力资源社会保障优秀科研成果评选获奖成果可作为申报职称评审的业绩材料。
省人力资源社会保障优秀科研成果申报,申报成果时限的界定,省人力资源社会保障优秀科研成果申报成果时限的界定:【论文类】以发表时间为准；【著作类】以版权页出版时间为准；【课题报告类】以成果通过鉴定的时间或有关部门的批示时间为准；【调研报告类】以报告全部完成时间为准。所有成果不以写作时间及“前言”、“后记”中的说明或其他证明为据。
省人力资源社会保障优秀科研成果申报,审核时间,省人力资源社会保障优秀科研成果审核时间：省人力资源社会保障优秀科研成果审核工作将在提交后5个工作日内完成。
省人力资源社会保障优秀科研成果申报,申报成果署名填报要求,省人力资源社会保障优秀科研成果申报成果署名填报要求：【论文或调研报告】以正文标题下的署名为准；【著作】以版权页署名为准；【课题报告】以课题结项（鉴定）证书落款的完成单位或成员署名为准。成果以单位署名的，以单位具名申报。
省人力资源社会保障优秀科研成果申报,中央驻苏单位的科研成果参评要求,中央驻苏单位的科研成果参评要求：中央驻苏单位的科研成果可以参评。与中央有关部门或外省合作项目，其中本省人员为第一主编的著作，或多卷本中我省作者的单册著作，可以申报；本省人员为负责人的研究项目成果可以申报。
省人力资源社会保障优秀科研成果申报,申报要求,请问您想咨询申报成果署名填报要求、评选中成果项类型填报要求、同一个申报者申报成果数量要求、申报多项成果账号要求、同一个项目成果申报次数要求、评选申报者要求、申报后修改要求、公示要求还是中央驻苏单位的科研成果参评要求？
省人力资源社会保障优秀科研成果申报,评选中成果项类型填报要求,省人力资源社会保障优秀科研成果评选中成果项类型填报要求：成果以单位署名的，以集体成果项申报；成果以非单位署名的，不管作者是一人还是多人，均以个人成果项申报。
省人力资源社会保障优秀科研成果申报,申报链接,"
"
省人力资源社会保障优秀科研成果申报,评选申报者要求,省人力资源社会保障优秀科研成果评选申报者要求：省人力资源社会保障优秀科研成果申报者应为本省（户籍或工作单位）个人或集体（具名单位为本省所属，或合作成果的第一、第二署名人为本省的），合作成果的申报须征得合作者的同意。
省海外高层次人才居住证,居住证申领,请问您要询问的是省海外高层次人才居住证申领条件、申领方式、或者是居住证（副证）的申领条件？还是对人才非江苏户籍的理解、在国（境）外取得博士学位认证要求、以及人才在苏工作时间要求？
省海外高层次人才居住证,居住证所需材料,请问您要询问的是省海外高层次人才工作经历的证明材料？还是新办省海外高层次人才居住证主证所需材料、居住证副证所需材料？
省海外高层次人才居住证,在苏工作时间要求,省海外高层次人才在苏工作时间要求：省海外高层次人才与本省用人单位签订劳动合同或者在省内自主创业，在省内每年连续工作时间6个月以上的用工证明。
省海外高层次人才居住证,学位及认证要求,在国（境）外取得博士学位及认证要求：在中国境外高校取得博士学位并经过教育部留学服务中心认证。
省海外高层次人才居住证,非江苏户籍的理解,对海外高层次人才非江苏户籍的理解：1、非中国籍指拥有外国国籍及护照2、外国永久居留权、港澳台籍；3、中国籍指非江苏省户籍。
省海外高层次人才居住证,申领条件,省海外高层次人才居住证申领条件:   1、在国（境）外取得博士学位的非本省户籍同时具有相应的海外工作经历，在本省工作、创业不少于6个月的海外高层次人才。  2、获国家“重点人才工程A类”和省“双创计划”资助的非本省户籍海外高层次人才，由所在单位直接按规定程序申领《居住证》。                                                   3、具有特殊专长并为本省急需紧缺的创新创业人才，由所在单位提出书面申请，经设区的市人力资源和社会保障局或省（部）主管部门审核，报省人力资源和社会保障厅认定后，可不受学历和在本省工作时间的限制，按规定程序和要求办理《居住证》。
省海外高层次人才居住证,申领方式,省海外高层次人才居住证的申领方式:目前全部是在线申请，由申请人登陆江苏省海外高层次人才居住证网上申报系统，由用人单位注册后即可申请，网址：http://ggfw.jshrss.gov.cn/ggfw//ggfwqt/ggfwnew/service/hwrc/login.jsp。
省海外高层次人才居住证,（副证）申领条件,省海外高层次人才居住证（副证）的申领条件:来我省就业、创业的海外高层次人才可以申请主证，其随行配偶及未满18周岁的子女申请副证。
省海外高层次人才居住证,证明材料,省海外高层次人才提供海外工作经历只要提供以下一项证明材料即可： 1．在国（境）外著名高校、科研院所和知名实验室担任相当于副教授以上职务的专家学者；2．在世界500强企业或著名跨国公司、金融机构担任中级以上职务的专业技术人才和中层以上领导职务的经营管理人才；3．拥有自主知识产权或掌握核心技术，具有海外自主创业经验，熟悉相关产业领域和国际规则的创业人才。
省海外高层次人才居住证,副证所需材料,新办省海外高层次人才居住证副证所需材料：  1、《江苏省海外高层次人才居住证申请表》；2、近期小2寸正面免冠彩色照片4张；3、有效身份证明原件及复印件（拥有外国国籍的交验护照、签证或居留许可，在国外永久〔长期〕居留的交验护照、国外居留证明，持中华人民共和国护照未在国外定居的交验护照、国内身份证件、户口簿、港澳居民交验港澳居民来往内地通行证，台湾居民交验台湾居民来往大陆通行证）；4、已婚者的结婚证或其他婚姻证明材料的原件及复印件；5、有效健康状况证明（6个月内有效的国际旅行卫生保健中心、省内二级甲等以上医院出具的体检证明）；   如果是为未满18周岁的子女办理副证，需提供出生证及亲属关系证明的原件及复印件。
